Type,Department,Desk,EID,Hire Date,Job Title,Level,Direct Manager EID,Location,Gender,Total Years of Experince within EFG Hermes,2022 Performance Appraisal,2021 Performance Appraisal,2020 Performance Appraisal,2019 Performance Appraisal,2018 Performance Appraisal,2023 Promotions,2022 Promotions,2021 Promotions,2020 Promotions,2019 Promotions
Business Line,Research,Research,2091,18-Jul-17,Associate Vice President,Associate VP,419,Egypt - Head Office,Female,5 Year(s) 11 Month(s) 2 Day(s),Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,Associate - Associate VP: Mar 2022,,,Analyst - Associate: Mar 2019
Business Line,Research,Research,2056,1-May-17,Associate Vice President,Associate VP,458,Egypt - Head Office,Male,6 Year(s) 1 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,Associate - Associate VP: Jul 2021,,Analyst - Associate: Mar 2019
Business Line,Research,Research,2313,1-Jul-18,Associate Vice President,Associate VP,680,Egypt - Head Office,Male,4 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Associate - Associate VP: Mar 2023,,,Analyst - Associate:Mar 2020,
Business Line,Research,Research,2012,15-Nov-16,Associate Vice President,Associate VP,1524,Egypt - Head Office,Female,6 Year(s) 7 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate - Associate VP: Mar 2022,,,Analyst - Associate: Mar 2019
Business Line,Research,Research,2130,15-Nov-17,Associate Vice President,Associate VP,1524,Egypt - Head Office,Female,5 Year(s) 7 Month(s) 5 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Associate - Associate VP: Mar 2023,,,Analyst - Associate:Mar 2020,
Business Line,Research,Research,2085,4-Jul-17,Associate Vice President,Associate VP,2086,Kenya - Nairobi,Male,5 Year(s) 11 Month(s) 16 Day(s),Needs Development,Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,,,,,Associate - Associate VP: Mar 2019
Business Line,Research,Research,2804,15-Aug-22,Associate Vice President,Associate VP,2086,Kenya - Nairobi,Female,0 Year(s) 10 Month(s) 5 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Research,Research,2071,4-Jun-17,Director,Director,997,UAE - DIFC,Male,6 Year(s) 0 Month(s) 16 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Above Expectations,Above Expectations,,,Associate Director - Director: Jul 2021,Vice President - Associate Director:Mar 2020,
Business Line,Research,Research,2751,11-Apr-22,Director,Director,997,Pakistan - Karachi,Male,1 Year(s) 2 Month(s) 9 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Research,Research,419,1-Nov-15,"Director, Head of Production & Distribution Research",Director,1305,Egypt - Head Office,Female,7 Year(s) 7 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Research,Research,1524,24-Jan-10,Director,Director,1305,Egypt - Head Office,Male,13 Year(s) 4 Month(s) 26 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate Director - Director: Mar 2022,,,Vice President - Associate Director: Mar 2019
Business Line,Research,Research,1720,1-Oct-11,Director,Director,1305,Egypt - Head Office,Female,11 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Above Expectations,Meets Expectations,,,Associate Director - Director: Mar 2021,,
Business Line,Research,Research,1794,1-Nov-13,Director,Director,1305,Egypt - Head Office,Male,9 Year(s) 7 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,Associate Director - Director: Mar 2023,,Vice President - Associate Director: Mar 2021,,
Business Line,Research,Research,1951,1-Jan-16,Director,Director,1305,UAE - DIFC,Male,7 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,2105,11-Sep-17,"Director, Sub-Saharan Banks",Director,2049,UK - London,Male,5 Year(s) 9 Month(s) 9 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Research,Research,2127,1-Nov-17,Director,Director,2049,UAE - DIFC,Male,5 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,2167,22-Jan-18,"Director, SSA Consumers",Director,2049,UK - London,Male,5 Year(s) 4 Month(s) 28 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,,,,,
Business Line,Research,Research,1305,1-Aug-06,Head of Research,Managing Director,195,Egypt - Head Office,Male,16 Year(s) 10 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Research,Research,1525,14-Feb-10,Managing Director,Managing Director,718,UAE - DIFC,Male,13 Year(s) 4 Month(s) 6 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,,,Director - Managing Director: Mar 2021,,
Business Line,Research,Research,458,29-Dec-04,"Managing Director, Head of Data & Index",Managing Director,1305,Egypt - Head Office,Male,18 Year(s) 5 Month(s) 21 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,677,1-May-14,"Managing Director, Head of Real Estate & Construction",Managing Director,1305,Egypt - Head Office,Female,9 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,718,9-Jul-06,"Managing Director, Co-Head of Financials & Banking",Managing Director,1305,UAE - DIFC,Female,16 Year(s) 11 Month(s) 11 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,910,29-Jun-07,"Managing Director, Head of Macroeconomic Analysis",Managing Director,1305,Egypt - Head Office,Male,15 Year(s) 11 Month(s) 21 Day(s),Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,Director - Managing Director: Mar 2021,,
Business Line,Research,Research,919,29-Jul-07,"Managing Director, Head of Strategy",Managing Director,1305,UK - London,Male,15 Year(s) 10 Month(s) 21 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,997,27-Oct-07,Head of Asia Research (ex GCC),Managing Director,1305,KSA - Riyadh,Male,15 Year(s) 7 Month(s) 23 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,1721,1-Oct-11,"Managing Director, Deputy Head of Research",Managing Director,1305,Egypt - Head Office,Male,11 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Research,Research,2049,1-Apr-17,"Managing Director, Head of Frontier Markets Research",Managing Director,1305,UAE - DIFC,Male,6 Year(s) 2 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Research,Research,842,1-Mar-07,Senior Executive Support Manager,Professional,1305,UAE - DIFC,Female,16 Year(s) 3 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,,,,,
Business Partner,Research,Research,1966,26-Apr-16,Research Contracts & External Affairs Senior Manager,Vice President,1305,Egypt - Head Office,Female,7 Year(s) 1 Month(s) 24 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,Senior Specialist - A - Professional - C: Mar 2019
Business Partner,Research,Research,2013,15-Nov-16,Senior Department Assistant,Specialist,1966,Egypt - Head Office,Female,6 Year(s) 7 Month(s) 5 Day(s),Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,Junior - A - Specialist - C: Mar 2021,,
Business Line,Research,Research,1760,15-Apr-13,Vice President,Vice President,419,Egypt - Head Office,Male,10 Year(s) 2 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,Associate - Associate VP: Mar 2019
Business Line,Research,Research,1793,20-Oct-13,Vice President,Vice President,458,Egypt - Head Office,Male,9 Year(s) 8 Month(s) 0 Day(s),Above Expectations,Above Expectations,Meets Expectations,Above Expectations,Above Expectations,,,Associate VP - Vice President: Jul 2021,,Associate - Associate VP: Mar 2019
Business Line,Research,Research,1306,1-May-17,Vice President,Vice President,680,Egypt - Head Office,Male,6 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Research,Research,2398,1-Apr-19,Vice President,Vice President,680,Egypt - Head Office,Female,4 Year(s) 2 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Hired 2019,,,Associate VP - Vice President: Mar 2021,,
Business Line,Research,Research,2045,9-Apr-17,Vice President,Vice President,718,Egypt - Head Office,Male,6 Year(s) 2 Month(s) 11 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Associate VP - Vice President: Mar 2022,,Associate - Associate VP: Jul 2020,
Business Line,Research,Research,2213,21-Dec-15,Vice President,Vice President,997,Pakistan - Karachi,Male,7 Year(s) 5 Month(s) 29 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Research,Research,2249,1-Mar-18,Vice President,Vice President,997,Bangladesh - Dhaka,Male,5 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,Associate VP - Vice President: Mar 2023,,,Associate - Associate VP:Mar 2020,
Business Line,Research,Research,1952,15-Feb-16,Vice President,Vice President,1721,Egypt - Head Office,Female,7 Year(s) 4 Month(s) 5 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate VP - Vice President: Mar 2022,,Associate - Associate VP:Mar 2020,
Business Line,Research,Research,2344,1-Sep-18,Vice President,Vice President,1721,Egypt - Head Office,Male,4 Year(s) 9 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,Hired 2018,,Associate VP - Vice President: Mar 2022,,Associate - Associate VP:Mar 2020,
Business Line,Research,Research,2720,1-Feb-22,Vice President,Vice President,1794,Egypt - Head Office,Male,1 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,Associate VP - Vice President: Mar 2023,,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",2565,7-Mar-21,Investigation Senior Officer,Analyst,1873,Egypt - Head Office,Male,2 Year(s) 3 Month(s) 13 Day(s),Above Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",2625,8-Aug-21,Junior Investigation Officer,Analyst,1873,Egypt - Head Office,Male,1 Year(s) 10 Month(s) 12 Day(s),Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",2676,15-Dec-21,Junior Investigation Officer,Analyst,1873,Egypt - Head Office,Female,1 Year(s) 6 Month(s) 5 Day(s),Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2581,1-Apr-21,Credit & Risk Senior Analyst,Analyst,1882,Egypt - Head Office,Female,2 Year(s) 2 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2563,14-Feb-21,Credit & Risk Senior Analyst,Analyst,2486,Egypt - Head Office,Male,2 Year(s) 4 Month(s) 6 Day(s),Meets Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2573,1-Mar-21,Credit & Risk Senior Analyst,Analyst,2620,Egypt - Head Office,Female,2 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2799,1-Aug-22,Credit & Risk Analyst,Analyst,2628,Egypt - Head Office,Male,0 Year(s) 10 Month(s) 19 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Risk Management,"Risk Management, Operational Risk",2776,15-May-22,"Associate, Operational Risk",Associate,1827,Egypt - Head Office,Female,1 Year(s) 1 Month(s) 5 Day(s),N/A,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Risk Management,"Risk Management, Operational Risk",2878,4-Jun-23,"Associate, Operational Risk",Associate,1827,Egypt - Head Office,Female,0 Year(s) 0 Month(s) 16 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2374,1-Jan-22,Credit & Risk Supervisor,Associate,1866,Egypt - Head Office,Female,1 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Re-Hired 2021,Above Expectations,Above Expectations,Hired 2018,,,Analyst - Associate: Mar 2021,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2478,8-Dec-19,Credit & Risk Supervisor,Associate,1866,Egypt - Head Office,Female,3 Year(s) 6 Month(s) 12 Day(s),Meets Expectations,Above Expectations,Above Expectations,Hired 2019,Hired 2019,,Analyst - Associate: Mar 2022,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",2434,1-Aug-19,Investigation Supervisor,Associate,1873,Egypt - Head Office,Male,3 Year(s) 10 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Hired 2019,Hired 2019,Analyst - Associate: Mar 2023,,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",2440,1-Aug-19,Investigation Supervisor,Associate,1873,Egypt - Head Office,Male,3 Year(s) 10 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Hired 2019,Hired 2019,Analyst - Associate: Mar 2023,,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",2509,10-Mar-20,Investigation Supervisor,Associate,1873,Egypt - Head Office,Male,3 Year(s) 3 Month(s) 10 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Hired 2020,Hired 2020,Analyst - Associate: Mar 2023,,,,
Business Partner,Risk Management,"Risk Management, Credit & Risk",2584,4-May-21,Credit & Risk Supervisor,Associate,1882,Egypt - Head Office,Female,2 Year(s) 1 Month(s) 16 Day(s),Above Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,Analyst - Associate: Mar 2022,,,
Business Partner,Risk Management,"Risk Management, C&R, Asset Quality",2694,1-Jan-22,Assets Quality Senior Officer,Associate,2237,Egypt - Head Office,Male,1 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Risk Management,"Risk Management, Margin",966,25-Sep-07,"Associate Director, Margin Desk",Associate Director,165,Egypt - Head Office,Male,15 Year(s) 8 Month(s) 25 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations,Meets Expectations,Vice President - Associate Director: Mar 2023,,,,
Business Partner,Risk Management,"Risk Management, Market Risk",1718,15-Aug-11,"Associate Director, Market Risk",Associate Director,1312,UAE - DIFC,Male,11 Year(s) 10 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Partner,Risk Management,"Risk Management, Credit & Risk",1866,15-Feb-15,Credit & Risk Head,Associate Director,1867,Egypt - Head Office,Male,8 Year(s) 4 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Above Expectations ,Meets Expectations,Above Expectations,,,,,
Business Partner,Risk Management,"Risk Mgmt, C&R, Investigation",1873,1-Mar-15,Investigation Senior Head - NBFI,Associate Director,1867,Egypt - Head Office,Male,8 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Partner,Risk Management,"Risk Management, Credit & Risk",1882,8-Apr-15,Credit & Risk Head,Associate Director,1867,Egypt - Head Office,Male,8 Year(s) 2 Month(s) 12 Day(s),Above Expectations,Above Expectations,Above Expectations ,Above Expectations,Above Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Partner,Risk Management,"Risk Management, C&R, Asset Quality",2237,1-Feb-18,Asset Quality Head,Associate Director,1867,Egypt - Head Office,Male,5 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Above Expectations,,,Vice President - Associate Director: Mar 2021,,
